Change_log	Original_gene_name	Original_transcript_ID	Original_transcript_name	Original_protein_accession	OGSv0_ID	MCOTv1.1	Dmel		
no change - only ID and name update	103512818	XM_008477604.1	XM_008477604.1	XP_008475826.1	Dcitr09489.1		FBpp0310538
no change - only ID and name update	103512813	XM_008477600.1	XM_008477600.1	XP_008475822.1	Dcitr09494.1	MCOT00599.2.CO	FBpp0070496
no change - only ID and name update	103512810	XM_008477599.1	XM_008477599.1	XP_008475821.1	Dcitr09501.1	MCOT10528.0.OO	
no change - only ID and name update	103512805	XM_008477594.1	XM_008477594.1	XP_008475816.1	Dcitr09500.1	MCOT18015.0.CT	
no change - only ID and name update	103512809	XM_008477598.1	XM_008477598.1	XP_008475820.1	Dcitr09499.1	MCOT03878.0.CO	
no change - only ID and name update	103512803	XM_008477593.1	XM_008477593.1	XP_008475815.1	Dcitr09498.1	MCOT01933.0.CC	FBpp0087013
no change - only ID and name update	103512808	XM_008477597.1	XM_008477597.1	XP_008475819.1	Dcitr09497.1	MCOT20463.2.CT	FBpp0304797
no change - only ID and name update	103512807	XM_008477596.1	XM_008477596.1	XP_008475818.1	Dcitr09496.1	MCOT02079.1.CO	
no change - only ID and name update	103512806	XM_008477595.1	XM_008477595.1	XP_008475817.1	Dcitr09495.1	MCOT01909.0.CT	
no change - only ID and name update	103512796	XM_008477585.1	XM_008477585.1	XP_008475807.1	Dcitr09509.1		
no change - only ID and name update	103512802	XM_008477592.1	XM_008477592.1	XP_008475814.1	Dcitr09508.1	MCOT18372.0.CC	
no change - only ID and name update	103512801	XM_008477591.1	XM_008477591.1	XP_008475813.1	Dcitr09507.1	MCOT18282.0.CC	FBpp0083327
no change - only ID and name update	103512800	XM_008477590.1	XM_008477590.1	XP_008475812.1	Dcitr09506.1		
no change - only ID and name update	103512799	XM_008477589.1	XM_008477589.1	XP_008475811.1	Dcitr09505.1	MCOT19237.0.CT	
no change - only ID and name update	103512795	XM_008477584.1	XM_008477584.1	XP_008475806.1	Dcitr09504.1	MCOT03514.1.CT	
no change - only ID and name update	103512795	XM_008477583.1	XM_008477583.1	XP_008475805.1	Dcitr09504.2	MCOT03514.2.CC	
no change - only ID and name update	103512798	XM_008477587.1	XM_008477587.1	XP_008475809.1	Dcitr09503.1		FBpp0305390
no change - only ID and name update	103512797	XM_008477586.1	XM_008477586.1	XP_008475808.1	Dcitr09502.1		
no change - only ID and name update	103512786	XM_008477572.1	XM_008477572.1	XP_008475794.1	Dcitr09518.1	MCOT00605.0.CC	
no change - only ID and name update	103512794	XM_008477582.1	XM_008477582.1	XP_008475804.1	Dcitr09517.1	MCOT17654.0.CT	FBpp0311907
no change - only ID and name update	103512793	XM_008477580.1	XM_008477580.1	XP_008475802.1	Dcitr09516.1	MCOT18146.0.CO	
no change - only ID and name update	103512792	XM_008477579.1	XM_008477579.1	XP_008475801.1	Dcitr09515.1	MCOT20027.2.CT	FBpp0085858
no change - only ID and name update	103512787	XM_008477574.1	XM_008477574.1	XP_008475796.1	Dcitr09514.1	MCOT13581.2.CC	FBpp0085852
no change - only ID and name update	103512791	XM_008477578.1	XM_008477578.1	XP_008475800.1	Dcitr09513.1		
no change - only ID and name update	103512790	XM_008477577.1	XM_008477577.1	XP_008475799.1	Dcitr09512.1		
no change - only ID and name update	103512789	XM_008477576.1	XM_008477576.1	XP_008475798.1	Dcitr09511.1		
no change - only ID and name update	103512788	XM_008477575.1	XM_008477575.1	XP_008475797.1	Dcitr09510.1	MCOT08354.0.MM	
no change - only ID and name update	103512785	XM_008477571.1	XM_008477571.1	XP_008475793.1	Dcitr09524.1		
no change - only ID and name update	103512784	XM_008477570.1	XM_008477570.1	XP_008475792.1	Dcitr09523.1	MCOT12412.0.CO	
no change - only ID and name update	103512783	XM_008477569.1	XM_008477569.1	XP_008475791.1	Dcitr09522.1	MCOT23235.2.CO	
no change - only ID and name update	103512782	XM_008477568.1	XM_008477568.1	XP_008475790.1	Dcitr09521.1	MCOT08167.0.MM	
no change - only ID and name update	103512780	XM_008477565.1	XM_008477565.1	XP_008475787.1	Dcitr09520.1	MCOT00327.0.CO	
no change - only ID and name update	103512781	XM_008477567.1	XM_008477567.1	XP_008475789.1	Dcitr09519.1		
no change - only ID and name update	103512779	XM_008477564.1	XM_008477564.1	XP_008475786.1	Dcitr09536.1		
no change - only ID and name update	103512778	XM_008477563.1	XM_008477563.1	XP_008475785.1	Dcitr09535.1	MCOT18985.0.CO	
no change - only ID and name update	103512770	XM_008477554.1	XM_008477554.1	XP_008475776.1	Dcitr09534.2		FBpp0091036
no change - only ID and name update	103512770	XM_008477553.1	XM_008477553.1	XP_008475775.1	Dcitr09534.1		
no change - only ID and name update	103512771	XM_008477556.1	XM_008477556.1	XP_008475778.1	Dcitr09533.1	MCOT18985.0.CO	
no change - only ID and name update	103512771	XM_008477555.1	XM_008477555.1	XP_008475777.1	Dcitr09533.2	MCOT18985.0.CO	
no change - only ID and name update	103512777	XM_008477562.1	XM_008477562.1	XP_008475784.1	Dcitr09532.1	MCOT18985.0.CO	
no change - only ID and name update	103512769	XM_008477552.1	XM_008477552.1	XP_008475774.1	Dcitr09531.1	MCOT18985.0.CO	
no change - only ID and name update	103512776	XM_008477561.1	XM_008477561.1	XP_008475783.1	Dcitr09530.1	MCOT01656.0.CO	
no change - only ID and name update	103512768	XM_008477551.1	XM_008477551.1	XP_008475773.1	Dcitr09529.1	MCOT01656.0.CO	
no change - only ID and name update	103512775	XM_008477560.1	XM_008477560.1	XP_008475782.1	Dcitr09528.1	MCOT03790.0.CT	FBpp0074671
no change - only ID and name update	103512774	XM_008477558.1	XM_008477558.1	XP_008475780.1	Dcitr09527.1	MCOT04125.2.CT	
no change - only ID and name update	103512773	XM_008477557.1	XM_008477557.1	XP_008475779.1	Dcitr09526.1	MCOT15494.2.CT	
no change - only ID and name update	103512767	XM_008477550.1	XM_008477550.1	XP_008475772.1	Dcitr09525.1	MCOT09228.0.OO	FBpp0310511
no change - only ID and name update	103512765	XM_008477549.1	XM_008477549.1	XP_008475771.1	Dcitr09549.1	MCOT05725.0.CC	
no change - only ID and name update	103512764	XM_008477548.1	XM_008477548.1	XP_008475770.1	Dcitr09548.1	MCOT04846.2.CC	
no change - only ID and name update	103512757	XM_008477540.1	XM_008477540.1	XP_008475762.1	Dcitr09547.1	MCOT15634.0.CT	
no change - only ID and name update	103512763	XM_008477547.1	XM_008477547.1	XP_008475769.1	Dcitr09546.1		
no change - only ID and name update	103512755	XM_008477534.1	XM_008477534.1	XP_008475756.1	Dcitr09545.1	MCOT02581.0.CO	
no change - only ID and name update	103512756	XM_008477537.1	XM_008477537.1	XP_008475759.1	Dcitr09544.3	MCOT00265.0.CC	
no change - only ID and name update	103512756	XM_008477536.1	XM_008477536.1	XP_008475758.1	Dcitr09544.4	MCOT00265.0.CC	
no change - only ID and name update	103512756	XM_008477538.1	XM_008477538.1	XP_008475760.1	Dcitr09544.2	MCOT00265.0.CC	
no change - only ID and name update	103512756	XM_008477539.1	XM_008477539.1	XP_008475761.1	Dcitr09544.1	MCOT00265.0.CC	
no change - only ID and name update	103512762	XM_008477546.1	XM_008477546.1	XP_008475768.1	Dcitr09543.1		
no change - only ID and name update	103512761	XM_008477545.1	XM_008477545.1	XP_008475767.1	Dcitr09542.1	MCOT18203.0.CO	
no change - only ID and name update	103512754	XM_008477533.1	XM_008477533.1	XP_008475755.1	Dcitr09541.1	MCOT15579.0.CO	
no change - only ID and name update	103512760	XM_008477543.1	XM_008477543.1	XP_008475765.1	Dcitr09540.1		
no change - only ID and name update	103512753	XM_008477532.1	XM_008477532.1	XP_008475754.1	Dcitr09539.1	MCOT15579.0.CO	
no change - only ID and name update	103512759	XM_008477542.1	XM_008477542.1	XP_008475764.1	Dcitr09538.1		
no change - only ID and name update	103512758	XM_008477541.1	XM_008477541.1	XP_008475763.1	Dcitr09537.1	MCOT13937.0.CC	
no change - only ID and name update	103512751	XM_008477531.1	XM_008477531.1	XP_008475753.1	Dcitr09553.1		FBpp0292089
no change - only ID and name update	103512748	XM_008477529.1	XM_008477529.1	XP_008475751.1	Dcitr09551.1	MCOT17956.1.CT	FBpp0310907
no change - only ID and name update	103512750	XM_008477530.1	XM_008477530.1	XP_008475752.1	Dcitr09550.1		
no change - only ID and name update	103512746	XM_008477527.1	XM_008477527.1	XP_008475749.1	Dcitr09558.1		
no change - only ID and name update	103512745	XM_008477525.1	XM_008477525.1	XP_008475747.1	Dcitr09557.1	MCOT22810.0.CO	FBpp0310107
no change - only ID and name update	103512744	XM_008477524.1	XM_008477524.1	XP_008475746.1	Dcitr09556.1	MCOT21285.2.CT	
no change - only ID and name update	103512742	XM_008477522.1	XM_008477522.1	XP_008475744.1	Dcitr09555.1	MCOT15570.0.CC	FBpp0080994
no change - only ID and name update	103512743	XM_008477523.1	XM_008477523.1	XP_008475745.1	Dcitr09554.1	MCOT22293.0.CO	FBpp0289196
no change - only ID and name update	103512741	XM_008477521.1	XM_008477521.1	XP_008475743.1	Dcitr09567.1	MCOT19132.0.CO	
no change - only ID and name update	103512740	XM_008477520.1	XM_008477520.1	XP_008475742.1	Dcitr09566.1		
no change - only ID and name update	103512729	XM_008477508.1	XM_008477508.1	XP_008475730.1	Dcitr09565.3	MCOT21027.0.CC	
no change - only ID and name update	103512729	XM_008477509.1	XM_008477509.1	XP_008475731.1	Dcitr09565.2	MCOT21027.0.CC	
no change - only ID and name update	103512729	XM_008477506.1	XM_008477506.1	XP_008475728.1	Dcitr09565.1	MCOT21027.0.CC	
no change - only ID and name update	103512738	XM_008477517.1	XM_008477517.1	XP_008475739.1	Dcitr09564.1	MCOT12938.0.CT	
replaced by Apollo model: simple replacement	103512737	XM_008477516.1	XM_008477516.1	XP_008475738.1	Dcitr19023.1	MCOT13518.0.CT	
no change - only ID and name update	103512735	XM_008477515.1	XM_008477515.1	XP_008475737.1	Dcitr09563.1	MCOT06452.2.CC	
replaced by Apollo model: simple replacement	103512734	XM_008477514.1	XM_008477514.1	XP_008475736.1	Dcitr19022.1	MCOT06452.1.CC	
no change - only ID and name update	103512733	XM_008477513.1	XM_008477513.1	XP_008475735.1	Dcitr09562.1		FBpp0309380
no change - only ID and name update	103512732	XM_008477512.1	XM_008477512.1	XP_008475734.1	Dcitr09561.1		FBpp0077218
no change - only ID and name update	103512731	XM_008477511.1	XM_008477511.1	XP_008475733.1	Dcitr09560.1	MCOT03986.0.CC	
no change - only ID and name update	103512730	XM_008477510.1	XM_008477510.1	XP_008475732.1	Dcitr09559.1	MCOT15071.0.CT	
no change - only ID and name update	103512728	XM_008477505.1	XM_008477505.1	XP_008475727.1	Dcitr09577.1		FBpp0070764
no change - only ID and name update	103512727	XM_008477504.1	XM_008477504.1	XP_008475726.1	Dcitr09576.1	MCOT01598.0.CO	
no change - only ID and name update	103512726	XM_008477503.1	XM_008477503.1	XP_008475725.1	Dcitr09575.1	MCOT02852.0.CT	
no change - only ID and name update	103512725	XM_008477502.1	XM_008477502.1	XP_008475724.1	Dcitr09574.1		
no change - only ID and name update	103512718	XM_008477495.1	XM_008477495.1	XP_008475717.1	Dcitr09573.1	MCOT09263.0.MM	
no change - only ID and name update	103512724	XM_008477501.1	XM_008477501.1	XP_008475723.1	Dcitr09572.1	MCOT22768.5.CC	
no change - only ID and name update	103512723	XM_008477500.1	XM_008477500.1	XP_008475722.1	Dcitr09571.1		
no change - only ID and name update	103512722	XM_008477498.1	XM_008477498.1	XP_008475720.1	Dcitr09570.1	MCOT05503.0.CT	
no change - only ID and name update	103512721	XM_008477497.1	XM_008477497.1	XP_008475719.1	Dcitr09569.1	MCOT21892.0.CC	
no change - only ID and name update	103512720	XM_008477496.1	XM_008477496.1	XP_008475718.1	Dcitr09568.1	MCOT05503.0.CT	
no change - only ID and name update	103512717	XM_008477494.1	XM_008477494.1	XP_008475716.1	Dcitr09583.1	MCOT03289.0.CO	
no change - only ID and name update	103512716	XM_008477493.1	XM_008477493.1	XP_008475715.1	Dcitr09582.1		
no change - only ID and name update	103512715	XM_008477492.1	XM_008477492.1	XP_008475714.1	Dcitr09581.1	MCOT03289.0.CO	
replaced by Apollo model: simple replacement	103512714	XM_008477491.1	XM_008477491.1	XP_008475713.1	Dcitr19026.1	MCOT13724.0.CC	
no change - only ID and name update	103512713	XM_008477490.1	XM_008477490.1	XP_008475712.1	Dcitr09580.1	MCOT20810.1.CC	
no change - only ID and name update	103512712	XM_008477489.1	XM_008477489.1	XP_008475711.1	Dcitr09579.1	MCOT01886.0.CT	
no change - only ID and name update	103512710	XM_008477487.1	XM_008477487.1	XP_008475709.1	Dcitr09578.1	MCOT14031.2.CO	
no change - only ID and name update	103512708	XM_008477486.1	XM_008477486.1	XP_008475708.1	Dcitr09589.1	MCOT20092.0.CT	
no change - only ID and name update	103512707	XM_008477485.1	XM_008477485.1	XP_008475707.1	Dcitr09588.1	MCOT22161.1.CC	
no change - only ID and name update	103512706	XM_008477484.1	XM_008477484.1	XP_008475706.1	Dcitr09587.1	MCOT02947.6.CC	
no change - only ID and name update	103512705	XM_008477483.1	XM_008477483.1	XP_008475705.1	Dcitr09586.1	MCOT02947.1.CC	
no change - only ID and name update	103512704	XM_008477482.1	XM_008477482.1	XP_008475704.1	Dcitr09585.1		
no change - only ID and name update	103512703	XM_008477481.1	XM_008477481.1	XP_008475703.1	Dcitr09584.1	MCOT07415.0.OO	
no change - only ID and name update	103512702	XM_008477479.1	XM_008477479.1	XP_008475701.1	Dcitr09601.1	MCOT10888.0.MM	
no change - only ID and name update	103512701	XM_008477478.1	XM_008477478.1	XP_008475700.1	Dcitr09600.1	MCOT10888.0.MM	
no change - only ID and name update	103512700	XM_008477477.1	XM_008477477.1	XP_008475699.1	Dcitr09599.1		
no change - only ID and name update	103512698	XM_008477476.1	XM_008477476.1	XP_008475698.1	Dcitr09598.1		
no change - only ID and name update	103512697	XM_008477475.1	XM_008477475.1	XP_008475697.1	Dcitr09597.1	MCOT16107.3.CC	
no change - only ID and name update	103512696	XM_008477474.1	XM_008477474.1	XP_008475696.1	Dcitr09596.1	MCOT16107.4.CC	
no change - only ID and name update	103512695	XM_008477473.1	XM_008477473.1	XP_008475695.1	Dcitr09595.1	MCOT16107.9.CC	
no change - only ID and name update	103512694	XM_008477472.1	XM_008477472.1	XP_008475694.1	Dcitr09594.1	MCOT16107.8.CC	
no change - only ID and name update	103512693	XM_008477471.1	XM_008477471.1	XP_008475693.1	Dcitr09593.1	MCOT16107.2.CC	
no change - only ID and name update	103512692	XM_008477470.1	XM_008477470.1	XP_008475692.1	Dcitr09592.1	MCOT19426.1.CC	
no change - only ID and name update	103512691	XM_008477469.1	XM_008477469.1	XP_008475691.1	Dcitr09591.1	MCOT11130.0.MT	
no change - only ID and name update	103512690	XM_008477468.1	XM_008477468.1	XP_008475690.1	Dcitr09590.1	MCOT00466.0.CC	FBpp0307731
no change - only ID and name update	103512689	XM_008477467.1	XM_008477467.1	XP_008475689.1	Dcitr09612.1		
no change - only ID and name update	103512688	XM_008477466.1	XM_008477466.1	XP_008475688.1	Dcitr09611.1	MCOT04290.1.CC	
no change - only ID and name update	103512687	XM_008477465.1	XM_008477465.1	XP_008475687.1	Dcitr09610.1	MCOT19637.2.CC	
no change - only ID and name update	103512681	XM_008477459.1	XM_008477459.1	XP_008475681.1	Dcitr09609.1	MCOT18605.1.CO	
no change - only ID and name update	103512686	XM_008477464.1	XM_008477464.1	XP_008475686.1	Dcitr09608.1	MCOT18605.2.CC	
no change - only ID and name update	103512685	XM_008477463.1	XM_008477463.1	XP_008475685.1	Dcitr09607.1	MCOT18605.1.CO	
no change - only ID and name update	103512680	XM_008477458.1	XM_008477458.1	XP_008475680.1	Dcitr09606.1	MCOT18019.0.CC	FBpp0308615
no change - only ID and name update	103512679	XM_008477456.1	XM_008477456.1	XP_008475678.1	Dcitr09605.1	MCOT21970.1.CT	
no change - only ID and name update	103512684	XM_008477462.1	XM_008477462.1	XP_008475684.1	Dcitr09604.1	MCOT13249.3.CO	
no change - only ID and name update	103512683	XM_008477461.1	XM_008477461.1	XP_008475683.1	Dcitr09603.1	MCOT07826.0.MM	
no change - only ID and name update	103512682	XM_008477460.1	XM_008477460.1	XP_008475682.1	Dcitr09602.1	MCOT18713.0.CT	
no change - only ID and name update	103512671	XM_008477450.1	XM_008477450.1	XP_008475672.1	Dcitr09622.1	MCOT17060.0.CO	
no change - only ID and name update	103512677	XM_008477455.1	XM_008477455.1	XP_008475677.1	Dcitr09621.1	MCOT17060.0.CO	
no change - only ID and name update	103512675	XM_008477454.1	XM_008477454.1	XP_008475676.1	Dcitr09620.1	MCOT13577.0.CC	
no change - only ID and name update	103512674	XM_008477453.1	XM_008477453.1	XP_008475675.1	Dcitr09619.1	MCOT20408.0.CT	FBpp0072887
no change - only ID and name update	103512670	XM_008477449.1	XM_008477449.1	XP_008475671.1	Dcitr09618.1	MCOT13903.0.CC	FBpp0082314
no change - only ID and name update	103512673	XM_008477452.1	XM_008477452.1	XP_008475674.1	Dcitr09617.1	MCOT13593.2.CC	
no change - only ID and name update	103512669	XM_008477445.1	XM_008477445.1	XP_008475667.1	Dcitr09616.3	MCOT03335.0.CC	
no change - only ID and name update	103512669	XM_008477446.1	XM_008477446.1	XP_008475668.1	Dcitr09616.1	MCOT03335.0.CC	
no change - only ID and name update	103512669	XM_008477448.1	XM_008477448.1	XP_008475670.1	Dcitr09616.2	MCOT03335.0.CC	
no change - only ID and name update	103512666	XM_008477442.1	XM_008477442.1	XP_008475664.1	Dcitr09615.2	MCOT20648.0.CC	FBpp0083396
no change - only ID and name update	103512666	XM_008477443.1	XM_008477443.1	XP_008475665.1	Dcitr09615.1	MCOT20648.0.CC	
no change - only ID and name update	103512668	XM_008477444.1	XM_008477444.1	XP_008475666.1	Dcitr09614.1	MCOT19591.0.CO	
no change - only ID and name update	103512672	XM_008477451.1	XM_008477451.1	XP_008475673.1	Dcitr09613.1	MCOT10143.0.MM	
no change - only ID and name update	103512665	XM_008477441.1	XM_008477441.1	XP_008475663.1	Dcitr09629.1	MCOT14076.0.CT	
replaced by Apollo model: simple replacement	103512664	XM_008477440.1	XM_008477440.1	XP_008475662.1	Dcitr19027.2	MCOT13835.0.CO	
replaced by Apollo model: simple replacement	103512664	XM_008477440.1	XM_008477440.1	XP_008475662.1	Dcitr19027.1	MCOT13835.0.CO	FBpp0082159
no change - only ID and name update	103512663	XM_008477439.1	XM_008477439.1	XP_008475661.1	Dcitr09628.1		
no change - only ID and name update	103512662	XM_008477438.1	XM_008477438.1	XP_008475660.1	Dcitr09627.1	MCOT22360.0.CC	
no change - only ID and name update	103512661	XM_008477437.1	XM_008477437.1	XP_008475659.1	Dcitr09626.1	MCOT04766.0.CC	
no change - only ID and name update	103512660	XM_008477435.1	XM_008477435.1	XP_008475657.1	Dcitr09625.1	MCOT18160.2.CO	
no change - only ID and name update	103512659	XM_008477434.1	XM_008477434.1	XP_008475656.1	Dcitr09624.1	MCOT03565.0.CO	
no change - only ID and name update	103512653	XM_008477428.1	XM_008477428.1	XP_008475650.1	Dcitr09633.2	MCOT13549.0.CO	
no change - only ID and name update	103512653	XM_008477429.1	XM_008477429.1	XP_008475651.1	Dcitr09633.1	MCOT18989.0.CO	
no change - only ID and name update	103512654	XM_008477430.1	XM_008477430.1	XP_008475652.1	Dcitr09632.2	MCOT18562.0.CC	FBpp0085044
no change - only ID and name update	103512654	XM_008477431.1	XM_008477431.1	XP_008475653.1	Dcitr09632.1	MCOT18562.0.CC	
no change - only ID and name update	103512656	XM_008477432.1	XM_008477432.1	XP_008475654.1	Dcitr09631.1	MCOT02322.2.CT	FBpp0073782
no change - only ID and name update	103512652	XM_008477427.1	XM_008477427.1	XP_008475649.1	Dcitr09630.1	MCOT05905.0.CT	
